Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_51	1	1	1	0	0	0	5900	5900	5900	0	0	0	1	5900	5900	4215688	35.44	43.92	5900	-	5900	-	5900.0	8.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5900	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_53	1	1	1	1	1	1	4035474	4035474	4035474	4035474	4035474	4035474	1	4035474	4035474	4215688	43.93	43.92	4035474	4035474	4035474	4035474	4035474.0	3862963.9	1	1	1	1	4	1	4035474	0	0	0	0	0 + 0 part	0	95.960	0.998	0.00	48.30	244.26	2347943	4035439	2347943	2347943	1369693	316954	1855880.1	1776544.1	1	1	2	3
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_54	1	1	1	1	1	1	510965	510965	510965	510965	510965	510965	1	510965	510965	4215688	37.79	43.92	510965	-	510965	-	510965.0	61931.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	510965	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_57	1	1	1	1	1	1	346304	346304	346304	346304	346304	346304	1	346304	346304	4215688	37.90	43.92	346304	-	346304	-	346304.0	28447.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	346304	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_58	1	1	1	0	0	0	8071	8071	8071	0	0	0	1	8071	8071	4215688	38.22	43.92	8071	-	8071	-	8071.0	15.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	8071	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_59	1	1	1	1	0	0	10608	10608	10608	10608	0	0	1	10608	10608	4215688	38.85	43.92	10608	-	10608	-	10608.0	26.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	10608	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_5	1	1	1	1	1	1	2838160	2838160	2838160	2838160	2838160	2838160	1	2838160	2838160	4215688	37.49	43.92	2838160	2838160	2838160	-	2838160.0	1910756.2	1	1	1	-	0	0	0	0	0	0	0	0 + 1 part	2838079	0.002	1.000	0.00	4938.27	0.00	81	81	-	-	-	-	0.0	0.0	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_60	1	1	1	1	1	1	732685	732685	732685	732685	732685	732685	1	732685	732685	4215688	38.32	43.92	732685	-	732685	-	732685.0	127340.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	732685	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_62	1	1	1	1	1	1	115423	115423	115423	115423	115423	115423	1	115423	115423	4215688	37.65	43.92	115423	-	115423	-	115423.0	3160.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	115423	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_63	1	1	1	0	0	0	8479	8479	8479	0	0	0	1	8479	8479	4215688	28.56	43.92	8479	-	8479	-	8479.0	17.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	8479	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_64	1	1	1	1	0	0	23103	23103	23103	23103	0	0	1	23103	23103	4215688	39.01	43.92	23103	-	23103	-	23103.0	126.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	23103	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_65	1	1	1	1	1	0	25892	25892	25892	25892	25892	0	1	25892	25892	4215688	39.10	43.92	25892	-	25892	-	25892.0	159.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	25892	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_66	1	1	1	0	0	0	6040	6040	6040	0	0	0	1	6040	6040	4215688	28.63	43.92	6040	-	6040	-	6040.0	8.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6040	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_67	1	0	0	0	0	0	655	0	0	0	0	0	1	655	655	4215688	100.00	43.92	655	-	655	-	655.0	0.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	655	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_68	1	1	1	1	0	0	16175	16175	16175	16175	0	0	1	16175	16175	4215688	40.33	43.92	16175	-	16175	-	16175.0	62.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	16175	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_69	1	1	1	1	0	0	24353	24353	24353	24353	0	0	1	24353	24353	4215688	39.87	43.92	24353	-	24353	-	24353.0	140.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	24353	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_6	1	1	1	1	1	0	27557	27557	27557	27557	27557	0	1	27557	27557	4215688	37.75	43.92	27557	-	27557	-	27557.0	180.1	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	27557	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_70	1	1	1	1	1	0	47252	47252	47252	47252	47252	0	1	47252	47252	4215688	38.26	43.92	47252	-	47252	-	47252.0	529.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	47252	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_71	1	1	1	1	1	1	64948	64948	64948	64948	64948	64948	1	64948	64948	4215688	37.36	43.92	64948	-	64948	-	64948.0	1000.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	64948	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_73	1	1	1	1	1	1	587099	587099	587099	587099	587099	587099	1	587099	587099	4215688	37.77	43.92	587099	-	587099	-	587099.0	81762.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	587099	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_75	1	1	1	1	1	1	66365	66365	66365	66365	66365	66365	1	66365	66365	4215688	38.85	43.92	66365	-	66365	-	66365.0	1044.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	66365	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_76	1	1	1	1	1	1	123317	123317	123317	123317	123317	123317	1	123317	123317	4215688	37.72	43.92	123317	-	123317	-	123317.0	3607.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	123317	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_77	1	1	1	0	0	0	6490	6490	6490	0	0	0	1	6490	6490	4215688	32.25	43.92	6490	-	6490	-	6490.0	10.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	6490	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_78	1	1	1	1	1	1	80800	80800	80800	80800	80800	80800	1	80800	80800	4215688	15.78	43.92	80800	-	80800	-	80800.0	1548.7	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	80800	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_79	1	1	1	1	1	0	49379	49379	49379	49379	49379	0	1	49379	49379	4215688	51.96	43.92	49379	-	49379	-	49379.0	578.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	49379	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_80	1	1	1	1	1	1	109804	109804	109804	109804	109804	109804	1	109804	109804	4215688	46.54	43.92	109804	-	109804	-	109804.0	2860.0	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	109804	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_81	1	1	0	0	0	0	2438	2438	0	0	0	0	1	2438	2438	4215688	48.11	43.92	2438	-	2438	-	2438.0	1.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	2438	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.contig_9	1	1	1	1	1	0	25194	25194	25194	25194	25194	0	1	25194	25194	4215688	38.14	43.92	25194	-	25194	-	25194.0	150.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	25194	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_10	1	1	1	1	0	0	15851	15851	15851	15851	0	0	1	15851	15851	4215688	38.68	43.92	15851	-	15851	-	15851.0	59.6	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	15851	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_11	1	1	1	1	0	0	12956	12956	12956	12956	0	0	1	12956	12956	4215688	39.17	43.92	12956	-	12956	-	12956.0	39.8	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	12956	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_13	1	1	1	0	0	0	5239	5239	5239	0	0	0	1	5239	5239	4215688	43.02	43.92	5239	-	5239	-	5239.0	6.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5239	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_14	1	1	1	0	0	0	5546	5546	5546	0	0	0	1	5546	5546	4215688	45.62	43.92	5546	-	5546	-	5546.0	7.3	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5546	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_15	1	1	1	0	0	0	5224	5224	5224	0	0	0	1	5224	5224	4215688	42.92	43.92	5224	-	5224	-	5224.0	6.5	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	5224	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_17	1	1	1	1	1	1	427015	427015	427015	427015	427015	427015	1	427015	427015	4215688	38.62	43.92	427015	-	427015	-	427015.0	43253.2	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	427015	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dna_r10.4.1_e8.2_400bps_fast@v4.0.0-1000000.flye.medaka1x.contig_18	1	1	1	1	1	1	181781	181781	181781	181781	181781	181781	1	181781	181781	4215688	39.74	43.92	181781	-	181781	-	181781.0	7838.4	1	-	1	-	-	-	-	-	-	-	-	1 + 0 part	181781	-	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-
